dataset_name,model_name,MSC_train,MSC_test,V_intra_train,V_intra_test,S_inter_train,S_inter_test,clustering_diversity_train,clustering_diversity_test,spectral_diversity_train,spectral_diversity_test,MSC_train_ft,MSC_test_ft,V_intra_train_ft,V_intra_test_ft,S_inter_train_ft,S_inter_test_ft,clustering_diversity_train_ft,clustering_diversity_test_ft,spectral_diversity_train_ft,spectral_diversity_test_ft
aircraft,hideit3_base_patch16_224.fb_in1k,-0.08031638066765186,-0.09328617491812334,0.11933231376923406,0.1164468123759702,0.18562235783188777,0.18512633464017147,0.0971053685897436,0.09196584556254368,0.03044682449828355,0.02702569371124483,0.8203268173113771,0.6328082978600625,0.09591108414923503,0.17986932457936705,0.8466846433382362,0.834228633390315,0.20072115384615383,0.10940448113207546,0.05212178769019934,0.0198067824982997
aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,-0.06129328042302409,-0.06986395689992046,0.11663300866113543,0.1103864386480768,0.2083804684136776,0.205900847720719,0.08266977163461539,0.07972626222921034,0.03190800948784902,0.02689166029669204,0.8349181011952115,0.6476905488387249,0.07673057515084176,0.1455227336365801,0.8241682212337665,0.811500517913376,0.13462094907407407,0.0828649109014675,0.044747057872322894,0.0211561216310885
aircraft,hideit_base_patch16_224.fb_in1k,-0.05732490692571167,-0.07341818103846982,0.22265814099991033,0.2176782440543404,0.32377542421063865,0.3221043659160503,0.1317844662571225,0.12141094514325648,0.04729938306487524,0.03892854933843672,0.6183140350534853,0.44318570532303303,0.1657543651233399,0.22677132771783717,0.823574004901502,0.8131071840164248,0.17664930555555555,0.11645975279524808,0.052230179023284175,0.027876727611013927
aircraft,hiresnet50.a1_in1k,-0.04790600952978113,-0.06739868002291391,0.04530256337758318,0.04443058189047661,0.0644757496389089,0.06425160593415744,0.07056707398504275,0.07375565055031447,0.011177806434436484,0.0099843829729647,0.0409514687517043,-0.009655049245894332,0.04874057783215769,0.049986782220788825,0.07420261906539205,0.07390564883009326,0.07075070112179488,0.07406929703878407,0.009788668607003411,0.00949814761022352
aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,-0.08065353667497409,-0.11280184108302638,0.10678088583990054,0.10602012363887656,0.12002891238368205,0.12106584317668996,0.07390887920673077,0.07610431407232704,0.007693978814551463,0.006910496092629882,0.40395347473450305,0.30092931162409225,0.04406544645465241,0.04603884173723026,0.10899444016293962,0.09787251611030172,0.0722812750400641,0.07398904284591194,0.03014481608540966,0.018879872307462513
aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,-0.07161083428501733,-0.0715316684133388,0.06622165185471238,0.06516363161453759,0.0759288213189922,0.07591585663885828,0.07135896601228632,0.07439809355345911,0.007187401983313835,0.006520661613288915,0.34271706138546526,0.2505685878312463,0.038176318234775686,0.03960736736149237,0.08291324529611963,0.07614219702100532,0.07097501836271367,0.07385596829140462,0.025346171075048357,0.0172544760664679
aircraft,hiresnet50.gluon_in1k,-0.10677741091133172,-0.13387760741321925,0.024609152565316695,0.02373593916412215,0.031708904347111475,0.031498544202342695,0.07485518496260685,0.07666936910377359,0.013023374602198604,0.011432285157014738,0.3865154631894995,0.2828212766720449,0.02041863002348718,0.020928266781108634,0.04891590720075562,0.04315611674603392,0.07307525373931624,0.07458276008909853,0.034682149425722085,0.02226166258443077
aircraft,hiresnet50.in1k_mocov3,-0.032545649802126514,-0.046532117838388905,0.1151525411294538,0.1119777620919481,0.13573554819389,0.13495059107041352,0.0718994140625,0.07479035639412998,0.011131672905041622,0.009851281583871482,0.13055069106966605,0.0949790001584388,0.05801384921472674,0.056293168225852105,0.08214031915714635,0.07741473939337994,0.07067662426549146,0.07381911687631026,0.027360990428580687,0.02124543923814342
aircraft,hiresnet50.in1k_spark,-0.04511405702948541,-0.07706193949351381,0.03989244960503786,0.039146945482539386,0.04537398471163081,0.0451129573098707,0.07036258012820512,0.07365533280922432,0.00724535807967186,0.0068804730643641275,0.22744321698495576,0.15547768027262485,0.005112947195172559,0.005223470866093233,0.00958101345163532,0.009205143653200206,0.07033545339209402,0.07361848139412998,0.01950290469596019,0.01317483882577914
aircraft,hiresnet50.in1k_supcon,-0.06653326265935071,-0.07402441630241899,0.08916017065616891,0.08756409413868613,0.1231349297971546,0.12538975124087,0.07403929620726496,0.07611741679769392,0.009572575262819346,0.008957893710653735,0.42879025755282607,0.3212451916477963,0.0372163932798341,0.03924179538739037,0.09197670397643874,0.08251762367472526,0.07213520799946581,0.07432275288259957,0.03147250653889317,0.021179103415529685
