host,serial,dataset_name,model_name,freeze_backbone,classifier,adapter,prompt,opt,weight_decay,lr,base_lr,seed,epochs,image_size,batch_size,num_images_train,num_images_val,n_cluster_ratio,extractor_layer,model_name_extractor,img_per_class,val_acc_level1,val_acc_level2,val_acc_level3,val_loss,ap_w,train_acc_level1,train_acc_level2,train_acc_level3,train_loss,time_total,max_memory,flops,no_params,no_params_trainable,throughput
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,49.655,59.1359,72.3372,7.2725,54.889335087354894,100.0,100.0,100.0,0.0012,48.1533,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,13.2013,19.1719,34.1734,10.6896,18.041034872718043,100.0,100.0,100.0,0.0448,19.9072,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,37.2637,46.1146,59.2859,8.7992,42.34577303884235,100.0,100.0,100.0,0.0021,32.2975,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,46.3246,55.8356,69.3969,9.4567,51.64901105495166,100.0,100.0,100.0,0.0004,48.0666,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,100,3333,,,,,7.2007,10.351,20.162,19.4289,10.191788409610194,100.0,100.0,100.0,0.0029,19.9445,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,300,3333,,,,3.0,16.2016,20.7021,32.4932,19.7485,19.961226891919964,100.0,100.0,100.0,0.0003,32.3388,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,500,3333,,,,5.0,21.2121,27.4827,39.664,19.2708,25.47023933162547,100.0,100.0,100.0,0.0001,48.0105,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,100,3333,,,,,5.2205,7.8608,15.8416,20.8193,7.671536384407672,100.0,100.0,100.0,0.0011,19.8514,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,300,3333,,,,3.0,6.0006,8.4608,19.622,24.382,9.143991322209144,99.6622,99.6622,100.0,0.0355,32.3643,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,500,3333,,,,5.0,6.4506,9.2109,19.3519,20.1889,9.427865863509428,99.1935,98.3871,95.1613,0.4031,47.8941,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,100,3333,,,,,11.2811,17.7318,30.8131,10.4113,15.788501927115789,100.0,100.0,100.0,2.0252,19.8371,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,300,3333,,,,3.0,27.7528,37.3537,50.075,7.4807,32.90405963673291,100.0,100.0,100.0,0.2176,31.5422,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,500,3333,,,,5.0,43.2643,53.7354,66.3366,5.2959,48.58870502434859,100.0,100.0,100.0,0.0427,46.7772,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,100,3333,,,,,11.7312,18.3618,33.4533,10.5319,16.743982090516745,100.0,100.0,100.0,0.0281,19.7383,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,300,3333,,,,3.0,32.3432,43.0243,54.9355,6.9901,37.55683260633756,100.0,100.0,100.0,0.0044,31.7389,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,500,3333,,,,5.0,47.4047,57.0657,69.907,5.12,52.597567449052605,100.0,100.0,100.0,0.0025,46.7614,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,100,3333,,,,,12.9313,20.012,34.6835,10.9563,17.951025871817954,100.0,100.0,100.0,0.0038,19.4608,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,300,3333,,,,3.0,35.8536,45.5746,59.3459,7.0957,41.27489672044128,100.0,100.0,100.0,0.0009,31.7431,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,500,3333,,,,5.0,51.1851,60.8761,73.1173,5.2773,56.246393870156254,100.0,100.0,100.0,0.0006,46.6701,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,100,3333,,,,,12.8413,19.4419,31.1431,14.5766,17.064783401417067,100.0,100.0,100.0,0.0005,19.7259,0.4121,78.5245,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,27.6928,35.9136,49.655,13.3178,32.76096840453276,100.0,100.0,100.0,0.0001,31.8575,0.4121,78.5245,86.7967,86.7967,
gpu,103,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,39.2739,47.0747,61.2661,11.9447,44.34905028964435,100.0,100.0,100.0,0.0001,46.4927,0.4121,67.1662,86.7967,86.7967,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,7.2607,11.2211,22.8923,11.4407,10.868009877910868,100.0,100.0,100.0,2.886,19.6938,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,19.1719,25.9826,39.3639,9.7513,23.83161393062383,100.0,100.0,100.0,0.7794,31.777,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,34.9235,41.7042,55.8356,7.5348,39.74935955133975,100.0,100.0,100.0,0.2192,46.6805,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,7.2907,10.8911,23.4023,11.3712,11.008793187011008,100.0,100.0,100.0,2.2159,19.9624,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,20.102,27.1227,41.2541,9.4523,24.983267557524982,100.0,100.0,100.0,0.3624,31.8945,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,37.6538,44.7345,58.2658,7.1844,42.41039488564241,100.0,100.0,100.0,0.071,46.6415,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,8.9709,12.9613,26.8227,10.9817,13.090539823213092,100.0,100.0,100.0,0.2842,20.0548,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,26.9427,34.8035,48.2448,8.7564,31.858570472431865,100.0,100.0,100.0,0.0089,31.7306,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,43.1443,51.4251,63.1563,7.5543,47.762468554547766,100.0,100.0,100.0,0.0012,46.5256,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,10.021,14.8815,28.5929,11.2059,14.306815296914309,100.0,100.0,100.0,0.0467,19.5839,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,28.9829,36.9037,49.775,9.4268,33.78107041473378,100.0,100.0,100.0,0.0023,31.8394,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,42.2742,50.435,63.8464,8.6198,47.25241754944725,100.0,100.0,100.0,0.0004,46.4396,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,100,3333,,,,,8.6709,12.5713,23.2823,16.504,12.042742735812045,100.0,100.0,100.0,0.0027,19.6887,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,300,3333,,,,3.0,15.0015,19.652,30.483,17.8185,18.574165108818576,100.0,100.0,100.0,0.0002,31.8346,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,500,3333,,,,5.0,22.0822,27.1827,38.8239,17.6128,25.945671490225948,100.0,100.0,100.0,0.0001,46.3426,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,100,3333,,,,,5.2505,7.9808,16.9217,21.0225,7.943871310207944,100.0,100.0,100.0,0.0008,19.8223,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,300,3333,,,,3.0,11.9712,15.5416,26.9127,20.1544,15.41923423111542,100.0,100.0,100.0,0.0008,32.024,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,500,3333,,,,5.0,10.471,14.1314,26.0726,22.0661,14.071407140714072,99.7984,99.7984,99.5968,0.0372,46.3029,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,100,3333,,,,,8.9709,15.6316,26.5227,10.8646,13.021302130213025,100.0,100.0,100.0,1.6927,19.3004,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,300,3333,,,,3.0,22.8023,29.613,41.3441,8.7259,27.08116965542708,100.0,100.0,100.0,0.2008,31.078,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,500,3333,,,,5.0,34.5935,42.8443,53.4953,6.943,38.95543400493896,100.0,100.0,100.0,0.0557,45.1221,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,100,3333,,,,,10.051,15.9016,27.6328,11.2872,14.108333910314109,100.0,100.0,100.0,0.0226,19.588,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,300,3333,,,,3.0,25.6826,32.8233,45.3345,8.7337,30.21763714833022,100.0,100.0,100.0,0.0042,30.9899,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,500,3333,,,,5.0,38.5839,46.0246,58.3258,6.7508,43.13969858524314,100.0,100.0,100.0,0.0027,45.1185,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,100,3333,,,,,10.6811,16.6217,29.0729,11.6326,14.925338687714929,100.0,100.0,100.0,0.0037,19.2895,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,300,3333,,,,3.0,27.2427,34.6535,48.1548,8.8045,32.06859147453207,100.0,100.0,100.0,0.0009,31.2034,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,500,3333,,,,5.0,42.6643,51.0351,62.7363,6.6184,47.2962680883473,100.0,100.0,100.0,0.0006,45.1094,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,100,3333,,,,,11.0111,17.0117,28.5329,13.7584,15.054582381315056,100.0,100.0,100.0,0.0006,19.4607,0.4121,78.51,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,25.2625,32.8833,44.0744,12.845,29.603729603729604,100.0,100.0,100.0,0.0001,31.0112,0.4121,78.51,86.779,86.779,
gpu,103,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,37.3237,44.4944,56.6757,11.5497,41.789563571741795,100.0,100.0,100.0,0.0001,44.8413,0.4121,67.1517,86.779,86.779,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,7.8608,10.291,24.0024,11.4738,11.585773962011586,100.0,95.8333,91.6667,4.9732,16.5193,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,24.7525,31.8032,45.3945,8.7761,29.516028525929517,100.0,100.0,99.3243,2.3427,23.018,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,35.8536,45.5146,57.9958,6.9032,40.96332710194096,99.7984,99.3952,98.5887,1.3566,22.1434,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,9.3609,13.0213,26.9127,11.1041,13.411341134113412,100.0,100.0,96.875,3.3663,16.4993,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,28.0528,36.3036,48.3048,8.2295,32.72634955803273,100.0,100.0,100.0,1.0393,22.9704,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,39.814,49.0249,60.6961,6.2563,44.63292483094464,100.0,100.0,99.7984,0.4257,22.0711,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,14.3114,20.7021,34.0234,10.0291,18.86034757321886,100.0,100.0,100.0,0.1222,16.529,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,35.4035,44.1344,55.2655,6.9542,39.98707563063999,100.0,100.0,100.0,0.0086,22.9956,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,46.5647,55.8056,65.7066,5.3901,50.98202127905098,100.0,100.0,100.0,0.003,22.1579,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,15.4815,22.8023,36.3936,9.8207,20.30741535692031,100.0,100.0,100.0,0.0185,16.3813,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,37.4737,45.3045,58.0858,6.7131,42.230376883842226,100.0,100.0,100.0,0.0016,22.8465,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,48.0648,56.8557,68.0468,5.3637,52.67603683445268,100.0,100.0,100.0,0.0007,22.1596,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,100,3333,,,,,16.5317,23.6724,37.1137,10.222,21.28135890512128,100.0,100.0,100.0,0.0013,16.5169,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,300,3333,,,,3.0,39.3339,48.1248,61.2061,6.971,44.381361213044386,100.0,100.0,100.0,0.0002,22.86,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,500,3333,,,,5.0,49.955,60.5461,73.0873,5.754,55.293221629855296,100.0,100.0,100.0,0.0001,22.1223,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,100,3333,,,,,15.7516,23.5524,37.8938,11.1666,20.861316900920865,100.0,100.0,100.0,0.0005,16.6767,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,300,3333,,,,3.0,38.5839,47.2847,61.9562,7.813,43.97747467054398,100.0,100.0,100.0,0.0002,23.2255,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,500,3333,,,,5.0,50.315,60.306,73.1773,6.5027,55.59094370975559,100.0,100.0,100.0,0.0002,21.9909,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,100,3333,,,,,6.4806,8.7909,24.1224,11.2712,10.551824413210552,98.9583,89.5833,82.2917,4.692,16.4651,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,300,3333,,,,3.0,20.372,27.4827,40.414,8.8988,24.997115096124997,99.6622,98.6486,96.6216,2.0091,22.7627,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,500,3333,,,,5.0,31.4131,38.8239,49.835,7.285,35.66433566433567,100.0,99.7984,98.1855,1.164,21.5758,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,100,3333,,,,,12.0912,17.5818,30.393,10.5166,16.314708393916316,100.0,100.0,100.0,0.1356,16.4556,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,300,3333,,,,3.0,29.4629,37.1137,47.2847,8.4639,33.57566525883358,100.0,100.0,99.6622,0.0144,22.3971,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,500,3333,,,,5.0,39.4839,47.6148,58.1758,6.8227,43.797456668743806,100.0,100.0,100.0,0.0121,21.5887,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,100,3333,,,,,12.7513,19.2919,31.0531,11.0329,16.974774400516978,100.0,100.0,100.0,0.0069,16.2401,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,300,3333,,,,3.0,32.9733,40.294,49.505,8.6532,36.78829421403679,100.0,100.0,100.0,0.0026,22.9223,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,500,3333,,,,5.0,42.9343,50.5551,59.2559,7.0601,46.70082392854671,100.0,100.0,100.0,0.0023,21.4892,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,100,3333,,,,,14.4914,20.7021,32.5533,12.5574,18.65955826351866,100.0,100.0,100.0,0.0009,16.4628,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,34.1434,39.844,52.2652,10.3338,38.32537099863833,100.0,100.0,100.0,0.0004,22.5448,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,43.0243,49.4449,62.5563,9.745,47.53167624454754,100.0,100.0,100.0,0.0008,21.5402,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,18.9319,25.0525,38.4038,10.1567,23.425419465023424,100.0,100.0,100.0,0.5743,16.8416,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,44.0744,52.0252,64.1764,6.7081,48.71333287174872,100.0,100.0,100.0,0.0998,22.9275,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,53.0753,62.0462,72.0972,4.9958,57.46497726695747,100.0,100.0,100.0,0.0297,22.2158,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,19.532,25.9826,38.7339,9.9806,23.963165547323964,100.0,100.0,100.0,0.3705,16.5327,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,44.3144,52.6853,65.5266,6.3653,49.20953633824921,100.0,100.0,100.0,0.0415,22.8688,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,53.2553,60.9661,71.0171,5.0552,57.35419695815736,100.0,100.0,100.0,0.0125,22.1715,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,21.8122,28.1128,40.6841,9.2944,26.16723210782617,100.0,100.0,100.0,0.0323,16.8823,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,46.2946,54.4554,68.3168,5.6654,51.37667612915138,100.0,100.0,100.0,0.0023,22.9669,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,56.3756,65.6466,75.9976,4.9219,60.903782685960905,100.0,100.0,100.0,0.0006,22.2133,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,20.9121,27.2127,41.6442,9.3104,25.6964157954257,100.0,100.0,100.0,0.01,16.8902,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,47.0747,55.5956,69.967,5.7933,52.35754344665236,100.0,100.0,100.0,0.0007,23.0728,4.3984,16.3943,24.8048,24.8048,
gpu,103,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,56.3156,65.8866,77.6178,4.977,61.23150776616123,100.0,100.0,100.0,0.0003,22.1543,4.3984,16.3943,24.8048,24.8048,
