host,serial,dataset_name,model_name,freeze_backbone,classifier,adapter,prompt,opt,weight_decay,lr,base_lr,seed,epochs,image_size,batch_size,num_images_train,num_images_val,n_cluster_ratio,extractor_layer,model_name_extractor,img_per_class,val_acc_level1,val_acc_level2,val_acc_level3,val_loss,ap_w,train_acc_level1,train_acc_level2,train_acc_level3,train_loss,time_total,max_memory,flops,no_params,no_params_trainable,throughput
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,36.2436,,,2.9066,36.24362436243624,100.0,,,0.0001,22.0078,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,46.7147,,,2.5681,46.714671467146715,100.0,,,0.0,20.6106,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,7.1107,,,4.5969,7.110711071107111,100.0,,,0.004,16.2714,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,23.2823,,,3.5782,23.28232823282328,100.0,,,0.0015,22.9708,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,34.4434,,,3.1046,34.44344434443445,100.0,,,0.0023,21.3871,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,7.6508,,,4.5718,7.650765076507651,100.0,,,0.0022,16.2838,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,23.2823,,,3.5722,23.28232823282328,100.0,,,0.0009,22.5554,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,35.0435,,,3.1184,35.04350435043504,100.0,,,0.0013,21.4261,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,9.721,,,4.5681,9.72097209720972,100.0,,,0.0005,16.1945,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,27.2727,,,3.5099,27.272727272727273,100.0,,,0.0002,22.2584,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,40.294,,,2.8229,40.294029402940296,100.0,,,0.0001,21.3903,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,9.3309,,,4.7085,9.330933093309332,100.0,,,0.0003,16.4123,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,25.8626,,,3.7174,25.862586258625864,100.0,,,0.0001,22.2294,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,39.664,,,3.1009,39.663966396639665,100.0,,,0.0001,21.4279,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0005,,0,200,448,8,100,3333,,,,,6.6607,,,6.4978,6.660666066606661,100.0,,,0.0001,16.3923,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0005,,0,200,448,8,300,3333,,,,3.0,14.5515,,,6.8178,14.551455145514552,100.0,,,0.0003,22.6935,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0005,,0,200,448,8,500,3333,,,,5.0,22.3522,,,6.2963,22.352235223522353,100.0,,,0.0004,21.2386,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.001,,0,200,448,8,100,3333,,,,,5.7306,,,8.8852,5.7305730573057305,100.0,,,0.0001,16.3101,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.001,,0,200,448,8,300,3333,,,,3.0,11.7312,,,8.6771,11.731173117311732,100.0,,,0.0016,22.5767,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.001,,0,200,448,8,500,3333,,,,5.0,14.5215,,,7.1702,14.52145214521452,100.0,,,0.0053,21.2771,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.003,,0,200,448,8,100,3333,,,,,3.9304,,,4.8313,3.9303930393039304,100.0,,,0.3724,16.2059,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.003,,0,200,448,8,300,3333,,,,3.0,10.291,,,4.2844,10.291029102910292,100.0,,,0.0749,22.1676,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.003,,0,200,448,8,500,3333,,,,5.0,19.682,,,3.7175,19.68196819681968,100.0,,,0.0249,20.8298,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.01,,0,200,448,8,100,3333,,,,,5.2205,,,5.0529,5.2205220522052205,100.0,,,0.0035,16.3662,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.01,,0,200,448,8,300,3333,,,,3.0,15.6016,,,4.2802,15.6015601560156,100.0,,,0.0013,22.2642,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.01,,0,200,448,8,500,3333,,,,5.0,25.0825,,,3.6937,25.08250825082508,100.0,,,0.0007,20.7977,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.03,,0,200,448,8,100,3333,,,,,5.7306,,,5.4455,5.7305730573057305,100.0,,,0.0007,16.1697,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.03,,0,200,448,8,300,3333,,,,3.0,15.4815,,,5.123,15.48154815481548,100.0,,,0.0003,22.7093,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.03,,0,200,448,8,500,3333,,,,5.0,23.1023,,,4.8046,23.102310231023104,100.0,,,0.0002,20.7736,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.1,,0,200,448,8,100,3333,,,,,5.5506,,,8.5538,5.5505550555055505,100.0,,,0.0002,16.3799,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,9.0009,,,11.5499,9.000900090009,100.0,,,0.0007,22.0646,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,8.3408,,,10.7906,8.34083408340834,100.0,,,0.0058,20.8206,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,18.5119,,,3.9634,18.511851185118513,100.0,,,0.0045,16.0741,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,39.4839,,,2.8464,39.48394839483949,100.0,,,0.0017,22.7429,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,50.6751,,,2.2259,50.67506750675067,100.0,,,0.0008,21.2708,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,18.3918,,,3.9464,18.391839183918393,100.0,,,0.0031,15.8716,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,40.384,,,2.8039,40.384038403840385,100.0,,,0.001,22.6789,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,51.0351,,,2.1947,51.03510351035104,100.0,,,0.0004,21.2939,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,19.742,,,3.8632,19.741974197419744,100.0,,,0.0009,15.8887,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,43.7444,,,2.6191,43.744374437443746,100.0,,,0.0002,22.5537,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,52.2652,,,2.2411,52.26522652265226,100.0,,,0.0002,21.2512,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,19.892,,,3.8289,19.89198919891989,100.0,,,0.0005,15.9616,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,41.4041,,,2.7832,41.40414041404141,100.0,,,0.0001,22.4734,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,52.1452,,,2.2901,52.14521452145215,100.0,,,0.0,21.248,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0005,,0,200,448,8,100,3333,,,,,13.0513,,,4.9739,13.051305130513052,100.0,,,0.0001,15.912,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0005,,0,200,448,8,300,3333,,,,3.0,28.9229,,,4.3557,28.922892289228923,100.0,,,0.0,22.5791,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0005,,0,200,448,8,500,3333,,,,5.0,43.8044,,,3.4717,43.80438043804381,100.0,,,0.0,21.146,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.001,,0,200,448,8,100,3333,,,,,7.8608,,,7.459,7.860786078607861,100.0,,,0.0001,15.8362,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.001,,0,200,448,8,300,3333,,,,3.0,22.4122,,,6.3583,22.41224122412241,100.0,,,0.0003,22.8847,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.001,,0,200,448,8,500,3333,,,,5.0,28.8029,,,5.8602,28.802880288028803,100.0,,,0.0008,21.1436,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.003,,0,200,448,8,100,3333,,,,,17.0717,,,3.9752,17.071707170717072,100.0,,,0.0132,15.7154,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.003,,0,200,448,8,300,3333,,,,3.0,38.2838,,,2.8007,38.28382838283829,100.0,,,0.0041,22.2772,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.003,,0,200,448,8,500,3333,,,,5.0,51.1851,,,2.1554,51.185118511851186,100.0,,,0.0025,20.6627,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.01,,0,200,448,8,100,3333,,,,,18.6619,,,3.8962,18.661866186618663,100.0,,,0.0021,15.7959,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.01,,0,200,448,8,300,3333,,,,3.0,41.5242,,,2.6148,41.52415241524152,100.0,,,0.0008,22.3415,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.01,,0,200,448,8,500,3333,,,,5.0,52.7153,,,2.0236,52.71527152715272,100.0,,,0.0005,20.6072,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.03,,0,200,448,8,100,3333,,,,,18.7519,,,3.8581,18.751875187518753,100.0,,,0.0006,15.7466,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.03,,0,200,448,8,300,3333,,,,3.0,44.5245,,,2.4705,44.52445244524453,100.0,,,0.0002,22.2403,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.03,,0,200,448,8,500,3333,,,,5.0,55.0255,,,1.9013,55.02550255025503,100.0,,,0.0001,20.6586,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.1,,0,200,448,8,100,3333,,,,,17.2817,,,4.0966,17.28172817281728,100.0,,,0.0001,15.6679,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,32.1632,,,4.3065,32.16321632163216,100.0,,,0.0001,22.2419,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,45.9946,,,3.8289,45.994599459945995,100.0,,,0.0001,20.6719,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,12.4512,,,4.1504,12.451245124512452,100.0,,,0.028,16.0394,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,31.3831,,,3.0918,31.383138313831385,100.0,,,0.0099,22.6297,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,43.9544,,,2.4344,43.95439543954395,100.0,,,0.0045,21.3852,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,12.8713,,,4.1295,12.871287128712872,100.0,,,0.016,15.9375,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,32.2532,,,3.0436,32.25322532253225,100.0,,,0.0044,22.5801,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,44.9445,,,2.3846,44.944494449444946,100.0,,,0.0015,21.3441,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,13.9214,,,4.0877,13.92139213921392,100.0,,,0.003,15.8078,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,35.1935,,,2.9194,35.193519351935194,100.0,,,0.0005,22.7773,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,46.1146,,,2.3239,46.11461146114611,100.0,,,0.0001,21.3841,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,14.0114,,,4.0744,14.011401140114012,100.0,,,0.0015,16.0635,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,35.7636,,,2.8658,35.76357635763576,100.0,,,0.0002,22.8354,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,47.6448,,,2.292,47.64476447644765,100.0,,,0.0,21.3361,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0005,,0,200,448,8,100,3333,,,,,14.8215,,,4.0718,14.82148214821482,100.0,,,0.0003,16.0354,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0005,,0,200,448,8,300,3333,,,,3.0,35.9436,,,2.855,35.94359435943594,100.0,,,0.0,22.2702,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0005,,0,200,448,8,500,3333,,,,5.0,48.0048,,,2.7547,48.004800480048,100.0,,,0.0,21.307,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.001,,0,200,448,8,100,3333,,,,,14.8815,,,4.0773,14.88148814881488,100.0,,,0.0001,15.9819,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.001,,0,200,448,8,300,3333,,,,3.0,29.913,,,4.5569,29.912991299129914,100.0,,,0.0001,22.5231,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.001,,0,200,448,8,500,3333,,,,5.0,45.2145,,,3.6767,45.21452145214521,100.0,,,0.0,21.3743,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.003,,0,200,448,8,100,3333,,,,,9.871,,,4.3629,9.870987098709872,100.0,,,0.023,15.6677,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.003,,0,200,448,8,300,3333,,,,3.0,26.7627,,,3.2315,26.76267626762676,100.0,,,0.0082,22.4,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.003,,0,200,448,8,500,3333,,,,5.0,38.7339,,,2.5938,38.73387338733873,100.0,,,0.0056,20.796,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.01,,0,200,448,8,100,3333,,,,,11.0111,,,4.3903,11.011101110111012,100.0,,,0.0035,15.7865,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.01,,0,200,448,8,300,3333,,,,3.0,28.4728,,,3.1944,28.472847284728473,100.0,,,0.0013,22.3856,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.01,,0,200,448,8,500,3333,,,,5.0,41.0741,,,2.5643,41.07410741074107,100.0,,,0.0009,20.7649,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.03,,0,200,448,8,100,3333,,,,,11.5812,,,4.4331,11.58115811581158,100.0,,,0.0011,15.6592,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.03,,0,200,448,8,300,3333,,,,3.0,29.733,,,3.2151,29.732973297329732,100.0,,,0.0003,22.1197,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.03,,0,200,448,8,500,3333,,,,5.0,42.6643,,,2.5784,42.66426642664266,100.0,,,0.0002,20.657,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.1,,0,200,448,8,100,3333,,,,,12.0012,,,4.5182,12.001200120012,100.0,,,0.0003,15.8652,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.1,,0,200,448,8,300,3333,,,,3.0,31.6232,,,3.4408,31.623162316231625,100.0,,,0.0001,22.5365,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.1,,0,200,448,8,500,3333,,,,5.0,43.1143,,,3.1014,43.114311431143115,100.0,,,0.0001,20.7147,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-06,,0,200,448,8,100,3333,,,,,15.4515,,,4.0042,15.451545154515452,100.0,,,0.0447,16.3141,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-06,,0,200,448,8,300,3333,,,,3.0,32.6733,,,3.0048,32.67326732673267,100.0,,,0.0161,22.7906,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-06,,0,200,448,8,500,3333,,,,5.0,45.7546,,,2.3494,45.754575457545755,100.0,,,0.008,20.6919,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,1e-05,,0,200,448,8,100,3333,,,,,15.9916,,,3.9848,15.991599159915992,100.0,,,0.0201,16.2243,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,1e-05,,0,200,448,8,300,3333,,,,3.0,33.8434,,,2.9623,33.84338433843384,100.0,,,0.0064,22.621,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,1e-05,,0,200,448,8,500,3333,,,,5.0,46.7447,,,2.315,46.74467446744674,100.0,,,0.0026,20.6832,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-05,,0,200,448,8,100,3333,,,,,17.2217,,,3.9445,17.221722172217223,100.0,,,0.0029,16.2714,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-05,,0,200,448,8,300,3333,,,,3.0,35.5236,,,2.8762,35.52355235523552,100.0,,,0.0005,22.5875,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-05,,0,200,448,8,500,3333,,,,5.0,48.4848,,,2.2875,48.48484848484848,100.0,,,0.0001,20.6654,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.0001,,0,200,448,8,100,3333,,,,,16.6217,,,3.9525,16.621662166216623,100.0,,,0.0013,16.4091,4.3984,16.3943,24.7987,24.7987,
camel.ee.nctu.edu.tw,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.0001,,0,200,448,8,300,3333,,,,3.0,36.3636,,,2.8671,36.36363636363637,100.0,,,0.0002,22.5585,4.3984,16.3943,24.7987,24.7987,
gpu,102,aircraft_baseline,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.0001,,0,200,448,8,500,3333,,,,5.0,49.3849,,,2.3137,49.38493849384938,100.0,,,0.0001,20.6644,4.3984,16.3943,24.7987,24.7987,
