host,serial,dataset_name,model_name,freeze_backbone,classifier,adapter,prompt,opt,weight_decay,lr,base_lr,seed,epochs,image_size,batch_size,num_images_train,num_images_val,val_acc_level1,val_acc_level2,val_acc_level3,val_loss,ap_w,train_acc_level1,train_acc_level2,train_acc_level3,train_loss,time_total,max_memory,flops,no_params,no_params_trainable,throughput,cka_avg_test,cka_avg_train,dist_avg_train,dist_avg_test,dist_norm_avg_train,dist_norm_avg_test,l2_norm_avg_train,l2_norm_avg_test,cka_0_train,cka_0_test,cka_11_train,cka_11_test,cka_15_train,cka_15_test,cka_high_mean_train,cka_mid_mean_train,cka_low_mean_train,cka_high_mean_test,cka_mid_mean_test,cka_low_mean_test,cka_avg_test_ft,cka_avg_train_ft,dist_avg_train_ft,dist_avg_test_ft,dist_norm_avg_train_ft,dist_norm_avg_test_ft,l2_norm_avg_train_ft,l2_norm_avg_test_ft,cka_0_train_ft,cka_0_test_ft,cka_11_train_ft,cka_11_test_ft,cka_15_train_ft,cka_15_test_ft,cka_high_mean_train_ft,cka_mid_mean_train_ft,cka_low_mean_train_ft,cka_high_mean_test_ft,cka_mid_mean_test_ft,cka_low_mean_test_ft,MSC_train,MSC_test,V_intra_train,V_intra_test,S_inter_train,S_inter_test,clustering_diversity_train,clustering_diversity_test,spectral_diversity_train,spectral_diversity_test,MSC_train_ft,MSC_test_ft,V_intra_train_ft,V_intra_test_ft,S_inter_train_ft,S_inter_test_ft,clustering_diversity_train_ft,clustering_diversity_test_ft,spectral_diversity_train_ft,spectral_diversity_test_ft,augreg,acc_in1k
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,88.9889,91.8392,93.9394,2.4815,90.72907290729071,99.7449,99.7599,99.8199,0.0466,479.7483,8.2129,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,88.7789,91.8992,94.2994,2.5281,90.6990699069907,99.97,99.94,99.985,0.0047,478.0679,8.2129,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,87.4887,90.429,92.4692,3.4685,89.26492649264927,99.97,99.985,100.0,0.0008,477.4863,8.2129,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,85.2085,88.8689,91.9892,4.2874,87.50675067506751,99.985,99.97,99.985,0.0054,477.9695,8.2129,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,70.117,75.3375,80.8881,4.8142,73.55985598559856,99.985,100.0,99.97,0.0013,477.9734,8.2129,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,,,,,,,,,,,,,,,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,91.3591,93.4293,95.0495,1.2668,92.63726372637264,100.0,100.0,100.0,0.0005,460.2808,7.8906,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,92.3792,94.4794,95.5596,1.2627,93.59135913591358,100.0,100.0,100.0,0.0001,460.2676,7.8906,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,91.2391,93.8794,95.4995,1.6355,92.8022802280228,100.0,100.0,100.0,0.0,460.4991,7.8906,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,84.9685,89.1089,91.8992,4.1188,87.45724572457246,100.0,100.0,100.0,0.0,460.5395,7.8906,78.5317,86.7967,86.7967,,0.8677628040313721,0.8442214131355286,24.548263549804688,24.549976348876957,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,-0.0757441346028572,-0.0645257145717447,0.0967543049886487,0.0945195610496566,0.1425853253877728,0.1401298516863121,0.0971053685897436,0.0919658455625436,0.0304468244982835,0.0270256937112448,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,strong,83.79
