""
17
2
18
1
0
15
14
19
20
16
13
12
6
3
11
5
4
7
9
10
8
59
44
60
43
42
57
56
61
62
58
55
54
48
45
53
47
46
49
51
52
50
80
65
81
64
63
78
77
82
83
79
76
75
69
66
74
68
67
70
72
73
71
38
FT
39
22
21
36
35
40
41
37
34
33
27
FZ
32
26
25
28
30
31
29
