serial,setting,dataset_name,method,n_cluster_ratio,extractor_layer,model_name_extractor,acc_mean,acc_std,acc_max,lr_acc_max,acc_min,ada_ratio,cva,acc_mean_std_latex,acc_mean_std
64,,all,hideit3_base_patch16_224.fb_in1k,,,,92.3042,0.1716,92.61926192619262,0.01,92.07920792079209,0.18593642452711878,-0.5130221929623623,92.3042\pm{0.1716},92.3042+-0.1716
64,,aircraft_baseline,hideit3_base_patch16_224.fb_in1k,,,,92.3042,0.1716,92.61926192619262,0.01,92.07920792079209,0.18593642452711878,-0.5130221929623623,92.3042\pm{0.1716},92.3042+-0.1716
65,,all,hideit3_base_patch16_224.fb_in1k,50.0,-1.0,hideit3_base_patch16_224.fb_in1k,92.0492,0.2184,92.28922892289228,0.01,91.74917491749174,0.23729171738202903,-0.652902500403196,92.0492\pm{0.2184},92.0492+-0.2184
65,,aircraft_pl,hideit3_base_patch16_224.fb_in1k,50.0,-1.0,hideit3_base_patch16_224.fb_in1k,92.0492,0.2184,92.28922892289228,0.01,91.74917491749174,0.23729171738202903,-0.652902500403196,92.0492\pm{0.2184},92.0492+-0.2184
