serial,setting,dataset_name,method,seed,n_cluster_ratio,extractor_layer,model_name_extractor,acc_mean,acc_std,acc_max,lr_acc_max,acc_min,ada_ratio,cva,acc_mean_std_latex,acc_mean_std
54,,soylocal,hiresnet50.in1k_spark,0,70.0,-1.0,hiresnet50.in1k_spark,33.9167,19.8604,56.833333333333336,5e-05,4.666666666666667,58.55632487736007,-58.995497313940255,33.9167\pm{19.8604},33.9167+-19.8604
54,,soylocal,hiresnet50.in1k_spark,0,90.0,-1.0,hiresnet50.in1k_spark,34.1,17.7544,55.16666666666666,5e-05,7.833333333333333,52.06557060383421,-52.742423021684054,34.1\pm{17.7544},34.1+-17.7544
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,10.0,-1.0,hivit_base_patch16_224.orig_in21k,50.8,5.7143,57.833333333333336,5e-06,38.833333333333336,11.248598265493756,-17.030377773957547,50.8\pm{5.7143},50.8+-5.7143
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,20.0,-1.0,hivit_base_patch16_224.orig_in21k,52.3833,4.6428,58.16666666666666,1e-05,42.333333333333336,8.863180396588026,-13.8398561892722,52.3833\pm{4.6428},52.3833+-4.6428
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,30.0,-1.0,hivit_base_patch16_224.orig_in21k,52.2,4.7595,57.16666666666666,0.01,41.5,9.117865633742458,-14.187398926103263,52.2\pm{4.7595},52.2+-4.7595
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,40.0,-1.0,hivit_base_patch16_224.orig_in21k,51.6667,4.4804,56.66666666666666,1e-05,43.0,8.671761356411164,-13.35451248887319,51.6667\pm{4.4804},51.6667+-4.4804
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,50.0,-1.0,hivit_base_patch16_224.orig_in21k,52.5167,4.9643,58.833333333333336,1e-05,42.833333333333336,9.452900419390417,-14.798515606555698,52.5167\pm{4.9643},52.5167+-4.9643
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,70.0,-1.0,hivit_base_patch16_224.orig_in21k,52.7167,5.2711,57.5,1e-05,40.5,9.998882614743978,-15.713244029070161,52.7167\pm{5.2711},52.7167+-5.2711
54,,soylocal,hivit_base_patch16_224.orig_in21k,0,90.0,-1.0,hivit_base_patch16_224.orig_in21k,53.5667,4.0751,58.66666666666666,0.03,44.66666666666666,7.607468361574806,-12.149126973434967,53.5667\pm{4.0751},53.5667+-4.0751
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,10.0,-1.0,hideit_base_patch16_224.fb_in1k,52.35,9.614,61.833333333333336,5e-06,28.166666666666668,18.364822919563597,-28.658306165978995,52.35\pm{9.614},52.35+-9.614
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,20.0,-1.0,hideit_base_patch16_224.fb_in1k,52.15,9.5705,62.833333333333336,1e-05,34.0,18.351959780747933,-28.528121479172665,52.15\pm{9.5705},52.15+-9.5705
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,30.0,-1.0,hideit_base_patch16_224.fb_in1k,52.8333,8.4063,62.833333333333336,5e-06,31.83333333333333,15.911066514723649,-25.05992976068975,52.8333\pm{8.4063},52.8333+-8.4063
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,40.0,-1.0,hideit_base_patch16_224.fb_in1k,54.6833,9.6159,63.16666666666666,1e-05,29.666666666666668,17.58471955832903,-28.671885239855488,54.6833\pm{9.6159},54.6833+-9.6159
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,50.0,-1.0,hideit_base_patch16_224.fb_in1k,54.2,8.2165,61.833333333333336,5e-06,35.333333333333336,15.159620914097543,-24.49794739718163,54.2\pm{8.2165},54.2+-8.2165
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,70.0,-1.0,hideit_base_patch16_224.fb_in1k,53.8833,8.5382,62.66666666666666,5e-06,34.0,15.84579038680417,-25.456262256400905,53.8833\pm{8.5382},53.8833+-8.5382
54,,soylocal,hideit_base_patch16_224.fb_in1k,0,90.0,-1.0,hideit_base_patch16_224.fb_in1k,53.9333,12.6445,64.33333333333333,5e-06,19.83333333333333,23.444726614241127,-37.69912039569972,53.9333\pm{12.6445},53.9333+-12.6445
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,10.0,-1.0,hivit_base_patch16_224_miil.in21k,49.1167,5.5728,57.16666666666666,0.03,37.5,11.346003782347575,-16.604876535465674,49.1167\pm{5.5728},49.1167+-5.5728
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,20.0,-1.0,hivit_base_patch16_224_miil.in21k,50.6333,5.8245,61.16666666666666,0.03,42.833333333333336,11.503273177563091,-17.358439224942703,50.6333\pm{5.8245},50.6333+-5.8245
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,30.0,-1.0,hivit_base_patch16_224_miil.in21k,50.3,5.8699,61.5,0.03,41.333333333333336,11.669752446554213,-17.49295891738476,50.3\pm{5.8699},50.3+-5.8699
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,40.0,-1.0,hivit_base_patch16_224_miil.in21k,50.5167,5.0677,58.66666666666666,0.03,41.16666666666666,10.031779096654592,-15.102843430013486,50.5167\pm{5.0677},50.5167+-5.0677
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,50.0,-1.0,hivit_base_patch16_224_miil.in21k,51.8167,4.96,61.833333333333336,0.03,42.66666666666666,9.572198665524349,-14.784260838902357,51.8167\pm{4.96},51.8167+-4.96
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,70.0,-1.0,hivit_base_patch16_224_miil.in21k,53.0667,5.7118,62.333333333333336,0.03,41.0,10.763447509201308,-17.02777395955647,53.0667\pm{5.7118},53.0667+-5.7118
54,,soylocal,hivit_base_patch16_224_miil.in21k,0,90.0,-1.0,hivit_base_patch16_224_miil.in21k,51.9667,5.5632,61.833333333333336,0.03,42.0,10.705356522469254,-16.582597253304872,51.9667\pm{5.5632},51.9667+-5.5632
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,10.0,-1.0,hideit3_base_patch16_224.fb_in1k,45.55,11.3652,58.833333333333336,5e-06,22.33333333333333,24.95096595517749,-33.84598531819826,45.55\pm{11.3652},45.55+-11.3652
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,20.0,-1.0,hideit3_base_patch16_224.fb_in1k,49.1,8.3056,58.333333333333336,5e-06,32.0,16.915648525842848,-24.74759379330808,49.1\pm{8.3056},49.1+-8.3056
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,30.0,-1.0,hideit3_base_patch16_224.fb_in1k,46.2333,9.1777,57.0,5e-06,26.166666666666668,19.850764592963067,-27.33450284451014,46.2333\pm{9.1777},46.2333+-9.1777
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,40.0,-1.0,hideit3_base_patch16_224.fb_in1k,48.6,8.4178,57.16666666666666,5e-06,30.5,17.32056420556128,-25.080176969652733,48.6\pm{8.4178},48.6+-8.4178
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,50.0,-1.0,hideit3_base_patch16_224.fb_in1k,47.7333,10.8986,58.66666666666666,5e-06,22.83333333333333,22.832217434225214,-32.467413191468246,47.7333\pm{10.8986},47.7333+-10.8986
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,70.0,-1.0,hideit3_base_patch16_224.fb_in1k,49.2167,9.5594,59.833333333333336,5e-06,25.666666666666668,19.42319041398421,-28.484108742107843,49.2167\pm{9.5594},49.2167+-9.5594
54,,soylocal,hideit3_base_patch16_224.fb_in1k,0,90.0,-1.0,hideit3_base_patch16_224.fb_in1k,50.2167,11.5774,61.833333333333336,5e-06,26.666666666666668,23.05499477874723,-34.50179968639522,50.2167\pm{11.5774},50.2167+-11.5774
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,10.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,43.1,12.6059,56.333333333333336,5e-06,15.166666666666666,29.24802113941272,-37.52521112186652,43.1\pm{12.6059},43.1+-12.6059
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,20.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,44.1333,13.1224,56.833333333333336,5e-06,13.166666666666666,29.733441028875063,-39.069741511941835,44.1333\pm{13.1224},44.1333+-13.1224
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,30.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,42.0,14.3284,55.16666666666666,5e-06,5.833333333333333,34.11519011987153,-42.64398764983941,42.0\pm{14.3284},42.0+-14.3284
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,40.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,45.3667,11.1532,57.16666666666666,5e-06,23.33333333333333,24.58456591198606,-33.21374854709317,45.3667\pm{11.1532},45.3667+-11.1532
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,50.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,45.5167,11.7511,57.66666666666666,5e-06,18.166666666666668,25.81721569438472,-34.99523587373849,45.5167\pm{11.7511},45.5167+-11.7511
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,70.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,44.4,10.7316,57.0,1e-05,23.83333333333333,24.17033980827677,-31.95318922654189,44.4\pm{10.7316},44.4+-10.7316
54,,soylocal,hideit3_base_patch16_224.fb_in22k_ft_in1k,0,90.0,-1.0,hideit3_base_patch16_224.fb_in22k_ft_in1k,46.2333,12.0126,58.333333333333336,5e-06,20.0,25.98265534791863,-35.778116414083954,46.2333\pm{12.0126},46.2333+-12.0126
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,10.0,-1.0,hivit_base_patch16_224.in1k_mocov3,48.95,5.7773,58.5,1e-05,41.66666666666666,11.802390759666388,-17.213786922973423,48.95\pm{5.7773},48.95+-5.7773
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,20.0,-1.0,hivit_base_patch16_224.in1k_mocov3,49.3167,6.0672,58.16666666666666,1e-05,39.333333333333336,12.30261884590489,-18.078698394057234,49.3167\pm{6.0672},49.3167+-6.0672
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,30.0,-1.0,hivit_base_patch16_224.in1k_mocov3,49.0667,6.6742,57.66666666666666,1e-05,38.16666666666666,13.602233259489335,-19.886465025373408,49.0667\pm{6.6742},49.0667+-6.6742
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,40.0,-1.0,hivit_base_patch16_224.in1k_mocov3,49.9667,6.1743,58.333333333333336,5e-06,39.333333333333336,12.356877069340957,-18.399389956248683,49.9667\pm{6.1743},49.9667+-6.1743
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,50.0,-1.0,hivit_base_patch16_224.in1k_mocov3,50.8,6.1105,58.333333333333336,1e-05,40.0,12.028553189861178,-18.21122952944982,50.8\pm{6.1105},50.8+-6.1105
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,70.0,-1.0,hivit_base_patch16_224.in1k_mocov3,51.4833,6.9715,60.0,1e-05,40.833333333333336,13.54123801410263,-20.77902973264049,51.4833\pm{6.9715},51.4833+-6.9715
54,,soylocal,hivit_base_patch16_224.in1k_mocov3,0,90.0,-1.0,hivit_base_patch16_224.in1k_mocov3,47.6,5.7026,55.5,1e-05,37.333333333333336,11.980271686174115,-16.988025250994895,47.6\pm{5.7026},47.6+-5.7026
54,,soylocal,hivit_base_patch16_224.dino,0,10.0,-1.0,hivit_base_patch16_224.dino,41.1833,15.8913,54.333333333333336,5e-06,12.0,38.586743309877,-47.28805392625427,41.1833\pm{15.8913},41.1833+-15.8913
54,,soylocal,hivit_base_patch16_224.dino,0,20.0,-1.0,hivit_base_patch16_224.dino,43.8167,16.2819,58.333333333333336,5e-06,14.5,37.15923736542005,-48.47422514319046,43.8167\pm{16.2819},43.8167+-16.2819
54,,soylocal,hivit_base_patch16_224.dino,0,30.0,-1.0,hivit_base_patch16_224.dino,41.1667,17.778,58.333333333333336,5e-06,13.333333333333334,43.18530701548467,-52.90200109396871,41.1667\pm{17.778},41.1667+-17.778
54,,soylocal,hivit_base_patch16_224.dino,0,40.0,-1.0,hivit_base_patch16_224.dino,43.6333,16.0729,59.0,0.003,12.5,36.83629844933705,-47.85035168568883,43.6333\pm{16.0729},43.6333+-16.0729
54,,soylocal,hivit_base_patch16_224.dino,0,50.0,-1.0,hivit_base_patch16_224.dino,40.6833,16.1854,58.0,0.003,9.833333333333334,39.7837503062399,-48.1582297457034,40.6833\pm{16.1854},40.6833+-16.1854
54,,soylocal,hivit_base_patch16_224.dino,0,70.0,-1.0,hivit_base_patch16_224.dino,41.5333,16.0545,56.333333333333336,5e-06,10.666666666666666,38.65439755799168,-47.77683538167772,41.5333\pm{16.0545},41.5333+-16.0545
54,,soylocal,hivit_base_patch16_224.dino,0,90.0,-1.0,hivit_base_patch16_224.dino,42.65,18.9089,61.0,5e-06,8.333333333333334,44.33502103902914,-56.28330920904749,42.65\pm{18.9089},42.65+-18.9089
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,10.0,-1.0,hivit_base_patch16_clip_224.laion2b,40.9,14.2749,55.333333333333336,5e-06,10.833333333333334,34.901961941830166,-42.475687683207305,40.9\pm{14.2749},40.9+-14.2749
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,20.0,-1.0,hivit_base_patch16_clip_224.laion2b,39.4667,15.8457,56.66666666666666,5e-06,14.666666666666666,40.149495887579754,-47.135508172018625,39.4667\pm{15.8457},39.4667+-15.8457
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,30.0,-1.0,hivit_base_patch16_clip_224.laion2b,41.6,14.2686,56.5,5e-06,8.333333333333334,34.29959345907914,-42.46289670233998,41.6\pm{14.2686},41.6+-14.2686
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,40.0,-1.0,hivit_base_patch16_clip_224.laion2b,41.9333,12.815,57.5,5e-06,17.333333333333332,30.560341876529435,-38.139306661908726,41.9333\pm{12.815},41.9333+-12.815
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,50.0,-1.0,hivit_base_patch16_clip_224.laion2b,41.0,14.6574,57.5,1e-05,15.0,35.74976703125562,-43.61471577813185,41.0\pm{14.6574},41.0+-14.6574
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,70.0,-1.0,hivit_base_patch16_clip_224.laion2b,38.95,19.6492,61.16666666666666,5e-06,1.5,50.447360298635125,-58.4432669059688,38.95\pm{19.6492},38.95+-19.6492
54,,soylocal,hivit_base_patch16_clip_224.laion2b,0,90.0,-1.0,hivit_base_patch16_clip_224.laion2b,40.3167,16.5931,59.0,5e-06,9.833333333333334,41.15684741523734,-49.36763847457718,40.3167\pm{16.5931},40.3167+-16.5931
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,10.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,34.8,16.6128,52.333333333333336,0.01,7.333333333333333,47.73804311323553,-49.36113657908553,34.8\pm{16.6128},34.8+-16.6128
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,20.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,36.2667,15.1674,53.0,0.01,10.666666666666666,41.821929040616865,-45.08403950578498,36.2667\pm{15.1674},36.2667+-15.1674
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,30.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,36.8833,13.7401,49.333333333333336,5e-05,11.0,37.25287770440885,-40.847780402884304,36.8833\pm{13.7401},36.8833+-13.7401
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,40.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,36.0,16.8569,49.16666666666666,5e-06,5.5,46.824659881870886,-50.10238607360184,36.0\pm{16.8569},36.0+-16.8569
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,50.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,37.6167,17.0656,54.333333333333336,0.01,3.5,45.36713799036747,-50.743143842226004,37.6167\pm{17.0656},37.6167+-17.0656
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,70.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,35.9667,17.5957,50.333333333333336,0.01,3.333333333333333,48.922339051547915,-52.29798044610472,35.9667\pm{17.5957},35.9667+-17.5957
54,,soylocal,hivit_base_patch16_siglip_224.v2_webli,0,90.0,-1.0,hivit_base_patch16_siglip_224.v2_webli,36.9833,16.8016,55.5,0.01,7.0,45.43012447337395,-49.950421858474655,36.9833\pm{16.8016},36.9833+-16.8016
54,,soylocal,hivit_base_patch16_224.mae,0,10.0,-1.0,hivit_base_patch16_224.mae,47.85,8.6039,58.833333333333336,5e-06,34.0,17.981027648882932,-25.631954913482623,47.85\pm{8.6039},47.85+-8.6039
54,,soylocal,hivit_base_patch16_224.mae,0,20.0,-1.0,hivit_base_patch16_224.mae,46.25,12.0688,58.5,1e-05,17.166666666666668,26.094696500202673,-35.94544442902919,46.25\pm{12.0688},46.25+-12.0688
54,,soylocal,hivit_base_patch16_224.mae,0,30.0,-1.0,hivit_base_patch16_224.mae,46.7,7.1668,55.66666666666666,1e-05,32.666666666666664,15.34645795389403,-21.346923013866594,46.7\pm{7.1668},46.7+-7.1668
54,,soylocal,hivit_base_patch16_224.mae,0,40.0,-1.0,hivit_base_patch16_224.mae,47.5,8.5209,56.833333333333336,1e-05,30.83333333333333,17.938638194187458,-25.383173044775255,47.5\pm{8.5209},47.5+-8.5209
54,,soylocal,hivit_base_patch16_224.mae,0,50.0,-1.0,hivit_base_patch16_224.mae,45.05,12.6623,56.16666666666666,1e-05,13.833333333333334,28.107196736069145,-37.70580442143676,45.05\pm{12.6623},45.05+-12.6623
54,,soylocal,hivit_base_patch16_224.mae,0,70.0,-1.0,hivit_base_patch16_224.mae,44.9333,11.877,56.833333333333336,1e-05,24.83333333333333,26.432477025538674,-35.36665426017075,44.9333\pm{11.877},44.9333+-11.877
54,,soylocal,hivit_base_patch16_224.mae,0,90.0,-1.0,hivit_base_patch16_224.mae,46.05,10.8332,58.333333333333336,1e-05,24.5,23.52487541247885,-32.26436662821474,46.05\pm{10.8332},46.05+-10.8332
54,,all,hiresnet50.tv_in1k,0,10.0,-1.0,hiresnet50.tv_in1k,47.6333,4.1876,52.16666666666666,0.03,38.66666666666666,8.791274653148248,-12.474818732817363,47.6333\pm{4.1876},47.6333+-4.1876
54,,all,hiresnet50.tv_in1k,0,20.0,-1.0,hiresnet50.tv_in1k,48.8667,7.4248,53.0,0.0001,28.33333333333333,15.194099251612808,-22.122608510348243,48.8667\pm{7.4248},48.8667+-7.4248
54,,all,hiresnet50.tv_in1k,0,30.0,-1.0,hiresnet50.tv_in1k,48.55,4.4928,53.66666666666666,0.01,38.333333333333336,9.254020454110082,-13.385940586870234,48.55\pm{4.4928},48.55+-4.4928
54,,all,hiresnet50.tv_in1k,0,40.0,-1.0,hiresnet50.tv_in1k,49.05,4.6852,54.833333333333336,0.01,38.833333333333336,9.551848165947984,-13.96002609453298,49.05\pm{4.6852},49.05+-4.6852
54,,all,hiresnet50.tv_in1k,0,50.0,-1.0,hiresnet50.tv_in1k,49.2,4.7289,53.66666666666666,0.03,40.333333333333336,9.61168588737377,-14.09073151088995,49.2\pm{4.7289},49.2+-4.7289
54,,all,hiresnet50.tv_in1k,0,70.0,-1.0,hiresnet50.tv_in1k,50.4167,5.7275,54.5,5e-06,35.833333333333336,11.360288345595341,-17.068833239257003,50.4167\pm{5.7275},50.4167+-5.7275
54,,all,hiresnet50.tv_in1k,0,90.0,-1.0,hiresnet50.tv_in1k,50.5333,5.5209,56.16666666666666,0.0001,36.333333333333336,10.925247741153887,-16.45342309817775,50.5333\pm{5.5209},50.5333+-5.5209
54,,all,hiresnet50.tv2_in1k,0,10.0,-1.0,hiresnet50.tv2_in1k,51.6667,3.5729,56.0,5e-05,45.66666666666666,6.915240942285397,-10.64947105111951,51.6667\pm{3.5729},51.6667+-3.5729
54,,all,hiresnet50.tv2_in1k,0,20.0,-1.0,hiresnet50.tv2_in1k,53.5833,2.7456,57.5,0.01,49.16666666666666,5.124070002343836,-8.185701828744277,53.5833\pm{2.7456},53.5833+-2.7456
54,,all,hiresnet50.tv2_in1k,0,30.0,-1.0,hiresnet50.tv2_in1k,52.9,2.3975,56.333333333333336,0.03,49.333333333333336,4.532192046800645,-7.147266857804618,52.9\pm{2.3975},52.9+-2.3975
54,,all,hiresnet50.tv2_in1k,0,40.0,-1.0,hiresnet50.tv2_in1k,53.7833,2.8088,57.5,0.01,49.0,5.222382771831455,-8.374090774631739,53.7833\pm{2.8088},53.7833+-2.8088
54,,all,hiresnet50.tv2_in1k,0,50.0,-1.0,hiresnet50.tv2_in1k,52.8333,3.3343,58.333333333333336,0.03,48.16666666666666,6.3109005628280395,-9.939668386454162,52.8333\pm{3.3343},52.8333+-3.3343
54,,all,hiresnet50.tv2_in1k,0,70.0,-1.0,hiresnet50.tv2_in1k,54.8833,2.2306,57.333333333333336,5e-05,51.66666666666666,4.06427423010021,-6.651184777558995,54.8833\pm{2.2306},54.8833+-2.2306
54,,all,hiresnet50.tv2_in1k,0,90.0,-1.0,hiresnet50.tv2_in1k,53.6167,1.7124,55.66666666666666,0.03,50.833333333333336,3.1938340261494758,-5.105343690799937,53.6167\pm{1.7124},53.6167+-1.7124
54,,all,hiresnet50.gluon_in1k,0,10.0,-1.0,hiresnet50.gluon_in1k,49.2167,2.8208,53.16666666666666,0.0005,44.833333333333336,5.7314588379496545,-8.405184385853167,49.2167\pm{2.8208},49.2167+-2.8208
54,,all,hiresnet50.gluon_in1k,0,20.0,-1.0,hiresnet50.gluon_in1k,50.0667,3.3822,54.0,0.03,42.833333333333336,6.755460524779011,-10.079147102970284,50.0667\pm{3.3822},50.0667+-3.3822
54,,all,hiresnet50.gluon_in1k,0,30.0,-1.0,hiresnet50.gluon_in1k,48.7167,2.1199,52.5,0.03,45.5,4.351565559382515,-6.316297409443721,48.7167\pm{2.1199},48.7167+-2.1199
54,,all,hiresnet50.gluon_in1k,0,40.0,-1.0,hiresnet50.gluon_in1k,49.3833,3.6244,54.333333333333336,0.03,44.5,7.339272374943497,-10.799739299729353,49.3833\pm{3.6244},49.3833+-3.6244
54,,all,hiresnet50.gluon_in1k,0,50.0,-1.0,hiresnet50.gluon_in1k,51.25,3.1606,55.66666666666666,0.0005,47.16666666666666,6.166964250355126,-9.420037892417456,51.25\pm{3.1606},51.25+-3.1606
54,,all,hiresnet50.gluon_in1k,0,70.0,-1.0,hiresnet50.gluon_in1k,49.65,2.6845,53.16666666666666,0.0005,44.66666666666666,5.406825889388006,-7.999398903349556,49.65\pm{2.6845},49.65+-2.6845
54,,all,hiresnet50.gluon_in1k,0,90.0,-1.0,hiresnet50.gluon_in1k,50.3,3.6088,57.333333333333336,0.0005,46.0,7.174558013842317,-10.754662462749632,50.3\pm{3.6088},50.3+-3.6088
54,,all,hiresnet50.in21k_miil,0,10.0,-1.0,hiresnet50.in21k_miil,49.8167,3.7749,55.66666666666666,0.01,45.333333333333336,7.577536975816073,-11.24885364059896,49.8167\pm{3.7749},49.8167+-3.7749
54,,all,hiresnet50.in21k_miil,0,20.0,-1.0,hiresnet50.in21k_miil,49.7667,4.3809,55.16666666666666,0.0001,40.5,8.802950691842499,-13.054775876002427,49.7667\pm{4.3809},49.7667+-4.3809
54,,all,hiresnet50.in21k_miil,0,30.0,-1.0,hiresnet50.in21k_miil,50.6833,3.6239,55.833333333333336,0.0001,44.5,7.150015840235384,-10.800098926675545,50.6833\pm{3.6239},50.6833+-3.6239
54,,all,hiresnet50.in21k_miil,0,40.0,-1.0,hiresnet50.in21k_miil,50.0167,4.213,55.66666666666666,0.0005,42.66666666666666,8.423268758478022,-12.554882084511492,50.0167\pm{4.213},50.0167+-4.213
54,,all,hiresnet50.in21k_miil,0,50.0,-1.0,hiresnet50.in21k_miil,50.0667,4.0758,55.16666666666666,0.0001,42.16666666666666,8.140794686629652,-12.146065672451439,50.0667\pm{4.0758},50.0667+-4.0758
54,,all,hiresnet50.in21k_miil,0,70.0,-1.0,hiresnet50.in21k_miil,50.6,3.2991,56.0,0.01,45.5,6.519927469440711,-9.832050623916594,50.6\pm{3.2991},50.6+-3.2991
54,,all,hiresnet50.in21k_miil,0,90.0,-1.0,hiresnet50.in21k_miil,51.6167,3.4978,55.5,0.0001,45.66666666666666,6.776568625654164,-10.42575083056893,51.6167\pm{3.4978},51.6167+-3.4978
54,,all,hiresnet50.a1_in1k,0,10.0,-1.0,hiresnet50.a1_in1k,48.0333,6.2828,57.66666666666666,5e-05,35.333333333333336,13.080165823416213,-18.717717293308596,48.0333\pm{6.2828},48.0333+-6.2828
54,,all,hiresnet50.a1_in1k,0,20.0,-1.0,hiresnet50.a1_in1k,47.3333,7.559,56.833333333333336,0.0001,35.833333333333336,15.969775310490943,-22.517383187792234,47.3333\pm{7.559},47.3333+-7.559
54,,all,hiresnet50.a1_in1k,0,30.0,-1.0,hiresnet50.a1_in1k,48.5167,7.8451,58.333333333333336,5e-05,33.833333333333336,16.1699589594784,-23.37367567592603,48.5167\pm{7.8451},48.5167+-7.8451
54,,all,hiresnet50.a1_in1k,0,40.0,-1.0,hiresnet50.a1_in1k,48.7593,7.157,58.5,0.0001,37.66666666666666,14.678287157947324,-21.324289398906807,48.7593\pm{7.157},48.7593+-7.157
54,,all,hiresnet50.a1_in1k,0,50.0,-1.0,hiresnet50.a1_in1k,48.2167,7.4046,55.833333333333336,0.0001,34.166666666666664,15.356842009129876,-22.060103546115062,48.2167\pm{7.4046},48.2167+-7.4046
54,,all,hiresnet50.a1_in1k,0,70.0,-1.0,hiresnet50.a1_in1k,50.8333,6.4617,58.333333333333336,5e-05,36.333333333333336,12.711467845725648,-19.257873786274356,50.8333\pm{6.4617},50.8333+-6.4617
54,,all,hiresnet50.a1_in1k,0,90.0,-1.0,hiresnet50.a1_in1k,48.9667,8.0744,57.833333333333336,5e-05,31.166666666666668,16.4896303961058,-24.05837074791836,48.9667\pm{8.0744},48.9667+-8.0744
54,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,0,10.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,39.7333,17.0367,53.0,0.0001,3.6666666666666665,42.877526900569016,-50.681236796472575,39.7333\pm{17.0367},39.7333+-17.0367
54,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,0,20.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,42.4333,12.4408,52.16666666666666,0.0001,11.166666666666666,29.31839733232282,-37.02913583072372,42.4333\pm{12.4408},42.4333+-12.4408
54,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,0,30.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,41.3333,15.994,53.0,0.0001,1.1666666666666667,38.69520712214786,-47.59510476024186,41.3333\pm{15.994},41.3333+-15.994
54,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,0,40.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,41.2167,16.0562,53.833333333333336,0.0001,4.666666666666667,38.955692610322096,-47.779156986560054,41.2167\pm{16.0562},41.2167+-16.0562
54,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,0,50.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,43.2833,12.8609,53.66666666666666,0.0001,10.666666666666666,29.71317627068623,-38.2854276247792,43.2833\pm{12.8609},43.2833+-12.8609
54,,all,hiresnet50.fb_swsl_ig1b_ft_in1k,0,70.0,-1.0,hiresnet50.fb_swsl_ig1b_ft_in1k,41.8333,17.3005,56.5,0.0001,6.666666666666667,41.35586958651138,-51.488057635206665,41.8333\pm{17.3005},41.8333+-17.3005
