serial,setting,dataset_name,method,acc_in1k,acc_mean,acc_std,acc_max,acc_min,acc_mean_logit,acc_std_logit,acc_max_logit,acc_min_logit,MSC_train,MSC_test,V_intra_train,V_intra_test,S_inter_train,S_inter_test,clustering_diversity_train,clustering_diversity_test,spectral_diversity_train,spectral_diversity_test,MSC_train_ft,MSC_test_ft,V_intra_train_ft,V_intra_test_ft,S_inter_train_ft,S_inter_test_ft,clustering_diversity_train_ft,clustering_diversity_test_ft,spectral_diversity_train_ft,spectral_diversity_test_ft,ada_ratio,MSC_train_matched,MSC_test_matched,V_intra_train_matched,V_intra_test_matched,S_inter_train_matched,S_inter_test_matched,clustering_diversity_train_matched,clustering_diversity_test_matched,spectral_diversity_train_matched,spectral_diversity_test_matched
23,ft_448,aircraft,hivit_base_patch16_224.mae,83.6,77.03620362036204,19.107162152338756,90.35403540354037,39.71497149714971,1.21035658291481,-1.443062042651773,2.2371960288061032,-0.4173555569707825,-0.0422818265730992,-0.0374943215193824,0.043584287036777,0.0418551444315798,0.0463502996926592,0.045790785720173,0.0710219684829059,0.0741357660726764,0.0178309239638157,0.0159478683329228,0.4759995169898109,0.3422216294996713,0.21689743174012072,0.2651149362814844,0.5031027988157005,0.49023478105822116,0.1914535478988604,0.1281408324598183,0.061938997119283,0.0326866411000677,24.802834582165715,0.4759995169898109,0.3422216294996713,0.21689743174012072,0.2651149362814844,0.5031027988157005,0.49023478105822116,0.1914535478988604,0.1281408324598183,0.061938997119283,0.0326866411000677
23,ft_448,cars,hiresnet50.tv_in1k,76.13,92.7279825042996,2.165438342863365,94.46677242546583,86.95466223409903,2.5456365251371054,-3.8106550969942035,2.837476864647737,1.8969560484579688,0.0457903820642263,0.0468863094132693,0.1836552343813144,0.1817285908412871,0.1900754476567027,0.1888584430348667,0.0846038044072615,0.0799378284193928,0.0314245433729934,0.0275604495749114,0.1856659414112046,0.1564820257176829,0.2408437540312925,0.23211833804192442,0.2747209396755939,0.2566616366124257,0.0864022856517935,0.0743343668168204,0.0489817725743834,0.031008602075633503,2.3352587691239353,0.1856659414112046,0.1564820257176829,0.2408437540312925,0.23211833804192442,0.2747209396755939,0.2566616366124257,0.0864022856517935,0.0743343668168204,0.0489817725743834,0.031008602075633503
23,ft_448,cars,hiresnet50.tv2_in1k,80.85,93.1894467682396,0.6448392594186547,93.99704562895649,92.40556780645532,2.6161611281741277,-5.037455116145382,2.751011609081652,2.4987718617850936,0.057895341801132406,0.0637941827127025,0.074188032607941,0.0742015332496827,0.0807128612457073,0.0814031556830245,0.0719033655949256,0.0712839270087269,0.0329899333828077,0.0287136690957205,0.0613598266017635,0.0677568750603697,0.0510789216450114,0.050866540602981104,0.05324744499848309,0.0525415956911825,0.0710737573818897,0.0707765425713533,0.0396049433923143,0.030755316868187797,0.69196597016222,0.0613598266017635,0.0677568750603697,0.0510789216450114,0.050866540602981104,0.05324744499848309,0.0525415956911825,0.0710737573818897,0.0707765425713533,0.0396049433923143,0.030755316868187797
23,ft_448,cars,hiresnet50.gluon_in1k,77.58,92.41565634658959,2.274072033506542,94.43328550932569,86.39448436518938,2.5002103283987376,-3.7605948354954655,2.8310885898800118,1.8484485634990402,0.0407403761996582,0.0469521391822906,0.0444013113429931,0.0436509207532158,0.0469585891149317,0.0464234553918675,0.0773432373687663,0.0748342213007323,0.0337094990756568,0.028913490119434497,0.1127453643950012,0.10093071557799309,0.050790691938819,0.0486941643500251,0.05514024831134799,0.0515208491663948,0.0749936775481189,0.071896961839162,0.0473002084479557,0.0335381193056939,2.46069997596296,0.1127453643950012,0.10093071557799309,0.050790691938819,0.0486941643500251,0.05514024831134799,0.0515208491663948,0.0749936775481189,0.071896961839162,0.0473002084479557,0.0335381193056939
23,ft_448,cars,hiresnet50.in21k_miil,82.0,92.87175785077088,0.6534712773549989,93.81323157840455,91.70252456162169,2.567154932544186,-5.024070727408299,2.7188930216565392,2.4025986050600654,-0.0387084365991207,-0.0597557105064049,0.0411438285643651,0.0385681205370575,0.0374703774005213,0.0352491047479353,0.0718256165244969,0.071721935054792,0.0006850964910402,0.0009447816049768,0.0959035148347546,0.0846409802634386,0.0029389270270269,0.0027760767363009,0.0031522925571793,0.0029319219947742,0.0710669222987751,0.0709866671304361,0.0222410501868236,0.0173126640360033,0.7036275531739327,0.0959035148347546,0.0846409802634386,0.0029389270270269,0.0027760767363009,0.0031522925571793,0.0029319219947742,0.0710669222987751,0.0709866671304361,0.0222410501868236,0.0173126640360033
23,ft_448,cars,hiresnet50.a1_in1k,80.38,91.84256296237878,1.4744419616981597,93.3072879541132,88.57762503753628,2.421145807889123,-4.202036399836514,2.6348790379052676,2.0483051388423767,0.0689743497936935,0.0763183330608041,0.0618769197695449,0.06091831210713709,0.0731216536985073,0.072723154642267,0.0705517279090113,0.0704901522911558,0.0295438802559075,0.0258906878649242,0.0363039599050538,0.0494662768260168,0.0788255563968982,0.0755354713605081,0.0804720718055216,0.076670009922783,0.0719025112095363,0.0717420569387985,0.0191032587015253,0.0171136287528844,1.6054015852128727,0.0363039599050538,0.0494662768260168,0.0788255563968982,0.0755354713605081,0.0804720718055216,0.076670009922783,0.0719025112095363,0.0717420569387985,0.0191032587015253,0.0171136287528844
23,ft_448,cars,hiresnet50.fb_swsl_ig1b_ft_in1k,81.18,91.23982880420769,4.419370663395221,94.52403990524174,81.1366745429673,2.343276073434525,-3.073972875419873,2.8484865725775363,1.4589154878095008,0.0473620374143917,0.053055518082151795,0.0885100985178504,0.0895701384089781,0.0966210682971864,0.0979513893717319,0.0723929284230096,0.0714884539873424,0.0242294631018413,0.0211976936293972,0.10774823802325231,0.0962728343765576,0.1057956482955295,0.102705645175265,0.1133414616417815,0.1082001049328372,0.072307489884077,0.0707898906478524,0.0373665501224243,0.0276194594445682,4.8436858347014065,0.10774823802325231,0.0962728343765576,0.1057956482955295,0.102705645175265,0.1133414616417815,0.1082001049328372,0.072307489884077,0.0707898906478524,0.0373665501224243,0.0276194594445682
23,ft_448,cars,hiresnet50.fb_ssl_yfcc100m_ft_in1k,79.22,92.34589193796428,2.2727927875247103,94.5668085209642,86.6749372878631,2.4902987167607677,-3.761170619213967,2.856779842540152,1.872518091646246,0.0289155302082528,0.0361785827498549,0.1659447931113288,0.1651477208169544,0.1664646588352902,0.1664982559928559,0.0766375150371828,0.0741783381995526,0.0236448738577328,0.0207814709652983,0.1252034861033185,0.11386142350865561,0.1323589440755418,0.1292936747241921,0.1442075715407429,0.1379663929670462,0.0753388492454068,0.0711594884891061,0.0426772550980406,0.029800704015152703,2.4611736806348863,0.1252034861033185,0.11386142350865561,0.1323589440755418,0.1292936747241921,0.1442075715407429,0.1379663929670462,0.0753388492454068,0.0711594884891061,0.0426772550980406,0.029800704015152703
23,ft_448,cars,hiresnet50.in1k_supcon,79.1,92.57601135643242,2.476689064330957,94.8117119275906,86.59170531513796,2.523313585674307,-3.673168822454741,2.905489153578678,1.8653305076161895,0.064162448607208,0.0676855176229815,0.1503917262364579,0.1519819891450568,0.1649612706496804,0.1681312665313353,0.0773671601596675,0.0745444388657676,0.0280715391978504,0.0247136127085439,0.11975804831592991,0.1043314181471063,0.1151532904532522,0.1120543597745736,0.12304689566443952,0.11786873859026122,0.0756216508092738,0.071751109686196,0.0438951116025917,0.0323776619893217,2.67530327569991,0.11975804831592991,0.1043314181471063,0.1151532904532522,0.1120543597745736,0.12304689566443952,0.11786873859026122,0.0756216508092738,0.071751109686196,0.0438951116025917,0.0323776619893217
23,ft_448,cars,hiresnet50.in1k_swav,75.3,93.03785780800227,0.6673515338553538,94.1417916106782,91.67589275693776,2.5925192703293214,-5.002912637814874,2.7769582459037663,2.3991036601457756,-0.0004256199298499,0.0053145289844906,0.1876846406399496,0.1826068508131823,0.1783040035373597,0.1743210496481842,0.0753875492125984,0.0738407610390588,0.0216502903366652,0.0199833300910771,0.10906287713209159,0.0879717114973802,0.1414866625102233,0.1398080204957948,0.1506804590761421,0.1465514338409012,0.0730738735783027,0.0719124628312255,0.0116508474617492,0.0116580379979004,0.7172903048053136,0.10906287713209159,0.0879717114973802,0.1414866625102233,0.1398080204957948,0.1506804590761421,0.1465514338409012,0.0730738735783027,0.0719124628312255,0.0116508474617492,0.0116580379979004
