serial,setting,method,acc,acc_std,acc_max,trainable_percent,no_params,no_params_trainable,no_params_total,no_params_trainable_total,flops,time_train,tp_train,vram_train
26,,hiresnet50.in1k_swav,,,,,,,0.0,0.0,,,,
26,,hiresnet50.in1k_spark,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_224.orig_in21k,,,,,,,0.0,0.0,,,,
27,,hideit_base_patch16_224.fb_in1k,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_224_miil.in21k,,,,,,,0.0,0.0,,,,
27,,hideit3_base_patch16_224.fb_in22k_ft_in1k,,,,,,,0.0,0.0,,,,
27,,hideit3_base_patch16_224.fb_in1k,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_224.in1k_mocov3,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_224.dino,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_clip_224.laion2b,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_siglip_224.v2_webli,,,,,,,0.0,0.0,,,,
27,,hivit_base_patch16_224.mae,,,,,,,0.0,0.0,,,,
27,,hiresnet50.tv_in1k,,,,,,,0.0,0.0,,,,
27,,hiresnet50.tv2_in1k,,,,,,,0.0,0.0,,,,
27,,hiresnet50.gluon_in1k,,,,,,,0.0,0.0,,,,
27,,hiresnet50.a1_in1k,,,,,,,0.0,0.0,,,,
27,,hiresnet50.in21k_miil,,,,,,,0.0,0.0,,,,
27,,hiresnet50.fb_swsl_ig1b_ft_in1k,,,,,,,0.0,0.0,,,,
27,,hiresnet50.fb_ssl_yfcc100m_ft_in1k,,,,,,,0.0,0.0,,,,
27,,hiresnet50.in1k_mocov3,,,,,,,0.0,0.0,,,,
27,,hiresnet50.in1k_supcon,,,,,,,0.0,0.0,,,,
27,,hiresnet50.in1k_swav,,,,,,,0.0,0.0,,,,
27,,hiresnet50.in1k_spark,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_224.orig_in21k,,,,,,,0.0,0.0,,,,
28,,hideit_base_patch16_224.fb_in1k,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_224_miil.in21k,,,,,,,0.0,0.0,,,,
28,,hideit3_base_patch16_224.fb_in22k_ft_in1k,,,,,,,0.0,0.0,,,,
28,,hideit3_base_patch16_224.fb_in1k,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_224.in1k_mocov3,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_224.dino,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_clip_224.laion2b,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_siglip_224.v2_webli,,,,,,,0.0,0.0,,,,
28,,hivit_base_patch16_224.mae,,,,,,,0.0,0.0,,,,
28,,hiresnet50.tv_in1k,,,,,,,0.0,0.0,,,,
28,,hiresnet50.tv2_in1k,,,,,,,0.0,0.0,,,,
28,,hiresnet50.gluon_in1k,,,,,,,0.0,0.0,,,,
28,,hiresnet50.a1_in1k,,,,,,,0.0,0.0,,,,
28,,hiresnet50.in21k_miil,,,,,,,0.0,0.0,,,,
28,,hiresnet50.fb_swsl_ig1b_ft_in1k,,,,,,,0.0,0.0,,,,
28,,hiresnet50.fb_ssl_yfcc100m_ft_in1k,,,,,,,0.0,0.0,,,,
28,,hiresnet50.in1k_mocov3,,,,,,,0.0,0.0,,,,
28,,hiresnet50.in1k_supcon,,,,,,,0.0,0.0,,,,
28,,hiresnet50.in1k_swav,,,,,,,0.0,0.0,,,,
28,,hiresnet50.in1k_spark,,,,,,,0.0,0.0,,,,
