serial,dataset_name,method,model_name_extractor,extractor_layer,n_cluster_ratio,acc_max,lr_acc_max,acc_mean,abs_dif_acc_mean,rel_dif_acc_mean,acc_std,abs_dif_acc_std,rel_dif_acc_std,ada_ratio,abs_dif_ada,rel_dif_ada,cva,abs_dif_cva,rel_dif_cva
32,aircraft,hideit3_base_patch16_224.fb_in1k,,,,90.22,0.01,77.814,0.0,0.0,23.6407,0.0,0.0,30.380996881365974,0.0,0.0,-70.6181967709847,0.0,0.0
23,aircraft,hideit3_base_patch16_224.fb_in1k,,,,92.3792,0.01,86.7253,8.911300000000011,11.452052329914942,6.7543,-16.8864,-71.42935699873523,7.788100080544363,-22.59289680082161,-74.36522537112285,-20.1848836687183,50.433313102266396,-71.41688036275123
40,aircraft_pl,hideit3_base_patch16_224.fb_in1k,hideit3_base_patch16_224.fb_in1k,-1.0,25.0,91.6892,0.01,73.1293,-4.684699999999992,-6.020381936412462,33.23,9.589299999999998,40.562673694095345,45.43999261255326,15.058995731187288,49.567154725010504,-99.23547289070576,-28.61727611972107,40.52394061055834
40,aircraft_pl,hideit3_base_patch16_224.fb_in1k,hideit3_base_patch16_224.fb_in1k,-1.0,50.0,92.3492,0.01,86.692,8.878,11.40925797414347,6.4759,-17.1648,-72.60698710275076,7.469955517172183,-22.911041364193792,-75.41240813676579,-19.352861955669,51.2653348153157,-72.59507769869788
40,aircraft_pl,hideit3_base_patch16_224.fb_in1k,hideit3_base_patch16_224.fb_in1k,-1.0,70.0,92.0192,0.01,86.1086,8.294600000000003,10.659521422880205,7.1842,-16.4565,-69.61088292647848,8.34314456448937,-22.037852316876602,-72.53827911879154,-21.46906627677697,49.149130494207725,-69.59839353247536
