serial,setting,dataset_name,method,n_cluster_ratio,extractor_layer,model_name_extractor,acc_mean,acc_std,acc_max,lr_acc_max,acc_min,ada_ratio,cva,acc_mean_std_latex,acc_mean_std
66,,all,hideit3_base_patch16_224.fb_in1k,,,,89.529,3.8967,92.43924392439244,0.01,80.94809480948095,4.3524418485400185,-11.646562418637384,89.529\pm{3.8967},89.529+-3.8967
66,,aircraft_baseline,hideit3_base_patch16_224.fb_in1k,,,,89.529,3.8967,92.43924392439244,0.01,80.94809480948095,4.3524418485400185,-11.646562418637384,89.529\pm{3.8967},89.529+-3.8967
67,,all,hideit3_base_patch16_224.fb_in1k,50.0,-1.0,hideit3_base_patch16_224.fb_in1k,89.509,4.0787,92.73927392739274,0.01,80.52805280528052,4.556717874505107,-12.190443915410578,89.509\pm{4.0787},89.509+-4.0787
67,,aircraft_pl,hideit3_base_patch16_224.fb_in1k,50.0,-1.0,hideit3_base_patch16_224.fb_in1k,89.509,4.0787,92.73927392739274,0.01,80.52805280528052,4.556717874505107,-12.190443915410578,89.509\pm{4.0787},89.509+-4.0787
