serial,setting,dataset_name,method,acc_mean,acc_std,acc_max,lr_acc_max,acc_min,ada_ratio,cva,acc_mean_std_latex,acc_mean_std
23,ft_448,all,hivit_base_patch16_clip_224.laion2b,62.1893,29.3969,90.99845001683444,5e-06,5.837400396140511,47.27004008579384,-87.71799232020737,62.1893\pm{29.3969},62.1893+-29.3969
23,ft_448,all,hivit_base_patch16_siglip_224.v2_webli,78.5587,22.5458,95.57511655206092,0.003,10.973880812057716,28.699333202665695,-67.35049421616426,78.5587\pm{22.5458},78.5587+-22.5458
23,ft_448,all,hivit_base_patch16_224.mae,76.5892,19.9655,93.21410697007106,0.01,29.156972952642096,26.068267290286045,-59.63573133447389,76.5892\pm{19.9655},76.5892+-19.9655
24,fz_448,aircraft,hiresnet50.tv_in1k_fz,67.3932,1.4452,69.00459276696901,0.01,64.4095178748644,2.1443863369271723,-4.314067910316456,67.3932\pm{1.4452},67.3932+-1.4452
24,fz_448,aircraft,hiresnet50.gluon_in1k_fz,67.7057,0.5321,68.30990791386832,0.0005,66.66897458976668,0.7859694994641357,-1.5885786093867045,67.7057\pm{0.5321},67.7057+-0.5321
24,fz_448,aircraft,hiresnet50.in21k_miil_fz,73.4503,0.7596,74.33589512797434,0.001,71.91257587297191,1.034104593159781,-2.2683191291489235,73.4503\pm{0.7596},73.4503+-0.7596
24,fz_448,aircraft,hiresnet50.a1_in1k_fz,63.574,0.5353,64.13718294906414,0.001,62.461630778462464,0.8420032315486495,-1.5974666267054303,63.574\pm{0.5353},63.574+-0.5353
24,fz_448,aircraft,hiresnet50.tv2_in1k_fz,65.1531,0.6609,65.81042719656581,0.01,63.818689561263824,1.0143988350340851,-1.9725938080063186,65.1531\pm{0.6609},65.1531+-0.6609
24,fz_448,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k_fz,77.0646,0.6767,77.76085300837777,0.0005,75.42061898497542,0.8781127177929235,-2.0213597849344325,77.0646\pm{0.6767},77.0646+-0.6767
24,fz_448,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k_fz,74.3239,0.6403,75.13212859747514,0.0001,73.09423250017309,0.8614889979385136,-1.9122616171044828,74.3239\pm{0.6403},74.3239+-0.6403
24,fz_448,aircraft,hiresnet50.in1k_supcon_fz,72.4007,0.4913,72.94652542177295,0.0005,71.55484779247156,0.6786321390175045,-1.46721696858065,72.4007\pm{0.4913},72.4007+-0.4913
24,fz_448,aircraft,hiresnet50.in1k_swav_fz,72.8057,0.491,73.2788663481733,0.01,71.61716171617162,0.6743365861185141,-1.4661239017213565,72.8057\pm{0.491},72.8057+-0.491
24,fz_448,aircraft,hiresnet50.in1k_mocov3_fz,75.0343,0.7546,75.986060144476,0.01,73.54427750467354,1.0056314872664573,-2.2536485013990357,75.0343\pm{0.7546},75.0343+-0.7546
24,fz_448,aircraft,hiresnet50.in1k_spark_fz,54.8903,1.6666,57.14879180225715,0.0005,52.3967781393524,3.036248539246219,-4.969451508120557,54.8903\pm{1.6666},54.8903+-1.6666
24,fz_448,aircraft,hivit_base_patch16_224.orig_in21k_fz,56.2644,0.7419,57.00570057005701,1e-05,54.37005238985437,1.3186449655857075,-2.2125964131164793,56.2644\pm{0.7419},56.2644+-0.7419
24,fz_448,aircraft,hideit_base_patch16_224.fb_in1k_fz,66.4864,0.6158,67.25980290336727,0.001,65.10881857416511,0.9262278961082933,-1.8381849694151615,66.4864\pm{0.6158},66.4864+-0.6158
24,fz_448,aircraft,hivit_base_patch16_224_miil.in21k_fz,44.4748,0.8934,45.67841399524568,0.01,43.22047589374322,2.0088598528292403,-2.6602225413973377,44.4748\pm{0.8934},44.4748+-0.8934
24,fz_448,aircraft,hideit3_base_patch16_224.fb_in1k_fz,70.1385,0.5974,70.8993976320709,0.01,68.90765999676891,0.8517055665297825,-1.7836028417597556,70.1385\pm{0.5974},70.1385+-0.5974
24,fz_448,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k_fz,73.9172,0.5501,74.78363220937479,0.0005,73.02037896097303,0.7442163563378063,-1.6428703597520498,73.9172\pm{0.5501},73.9172+-0.5501
24,fz_448,aircraft,hivit_base_patch16_224.in1k_mocov3_fz,69.0946,0.3928,69.51464377206952,0.0005,68.18297214336819,0.5684947741429955,-1.1727126530543188,69.0946\pm{0.3928},69.0946+-0.3928
24,fz_448,aircraft,hivit_base_patch16_224.dino_fz,76.5243,0.3673,76.90461353827692,0.0005,75.63525583327564,0.4800105636020855,-1.0971736020055403,76.5243\pm{0.3673},76.5243+-0.3673
24,fz_448,aircraft,hivit_base_patch16_clip_224.laion2b_fz,74.4056,0.632,75.05135128897506,0.01,72.93498580627293,0.8493821589355083,-1.8874697108037517,74.4056\pm{0.632},74.4056+-0.632
24,fz_448,aircraft,hivit_base_patch16_siglip_224.v2_webli_fz,44.037,0.6355,44.819866602044826,0.03,42.51655934824252,1.4431698846695928,-1.8921552938420507,44.037\pm{0.6355},44.037+-0.6355
24,fz_448,aircraft,hivit_base_patch16_224.mae_fz,55.3421,2.2066,57.453437651457456,0.0001,50.121165962750126,3.9871916956235376,-6.579920862085235,55.3421\pm{2.2066},55.3421+-2.2066
24,fz_448,cars,hiresnet50.tv_in1k_fz,68.0681,2.4428,71.12523924642305,5e-05,64.12659510253852,3.5887349789077208,-7.292460110372728,68.0681\pm{2.4428},68.0681+-2.4428
24,fz_448,cars,hiresnet50.gluon_in1k_fz,70.8191,1.2608,72.5913231275081,0.01,68.37997943466563,1.7803232906123116,-3.7646226370259153,70.8191\pm{1.2608},70.8191+-1.2608
